#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
CD44	TIGIT	9606.ENSP00000398632	9606.ENSP00000419085	0	0	0	0	0.086	0	0	0.624	0.642
CD44	TNFRSF9	9606.ENSP00000398632	9606.ENSP00000478699	0	0	0	0	0.056	0	0	0.677	0.682
CD44	CTLA4	9606.ENSP00000398632	9606.ENSP00000497102	0	0	0	0	0.049	0	0	0.684	0.687
CD44	FGFR2	9606.ENSP00000398632	9606.ENSP00000410294	0	0	0	0	0.054	0.230	0	0.632	0.709
CD44	NCAM1	9606.ENSP00000398632	9606.ENSP00000480132	0	0	0	0	0	0	0	0.712	0.712
CD44	FAS	9606.ENSP00000398632	9606.ENSP00000498466	0	0	0.284	0	0.139	0	0	0.583	0.721
CD44	NOTCH1	9606.ENSP00000398632	9606.ENSP00000498587	0	0	0	0	0.086	0	0	0.748	0.760
CD44	MRC1	9606.ENSP00000398632	9606.ENSP00000455897	0	0	0	0	0.046	0	0	0.827	0.828
CD44	ITGAX	9606.ENSP00000398632	9606.ENSP00000454623	0	0	0	0	0.154	0	0	0.811	0.833
CD44	ITGB3	9606.ENSP00000398632	9606.ENSP00000452786	0	0	0	0	0.097	0	0	0.828	0.838
CD44	TGFBR1	9606.ENSP00000398632	9606.ENSP00000447297	0	0	0	0	0.099	0.516	0	0.682	0.849
CD44	ICAM2	9606.ENSP00000398632	9606.ENSP00000415283	0	0	0	0	0.096	0	0	0.842	0.851
CD44	ITGAM	9606.ENSP00000398632	9606.ENSP00000496959	0	0	0	0	0.140	0	0	0.844	0.860
CD44	SPN	9606.ENSP00000398632	9606.ENSP00000498852	0	0	0	0	0.055	0	0	0.926	0.927
CD44	PTPRC	9606.ENSP00000398632	9606.ENSP00000411355	0	0	0	0	0.142	0.309	0	0.893	0.931
CD44	PECAM1	9606.ENSP00000398632	9606.ENSP00000457421	0	0	0	0	0.099	0	0	0.946	0.949
CD44	SELL	9606.ENSP00000398632	9606.ENSP00000498227	0	0	0	0	0.110	0.052	0	0.998	0.998
CD47	CD74	9606.ENSP00000355361	9606.ENSP00000009530	0	0	0	0	0.093	0	0	0.577	0.600
CD47	LAG3	9606.ENSP00000355361	9606.ENSP00000203629	0	0	0.211	0	0.044	0.096	0	0.684	0.755
CD47	KLRB1	9606.ENSP00000355361	9606.ENSP00000229402	0	0	0	0	0.112	0	0	0.444	0.485
CD47	KLRK1	9606.ENSP00000355361	9606.ENSP00000240618	0	0	0	0	0.088	0	0	0.432	0.460
CD47	LRP1	9606.ENSP00000355361	9606.ENSP00000243077	0	0	0	0	0	0	0	0.506	0.506
CD47	ITGAV	9606.ENSP00000355361	9606.ENSP00000261023	0	0	0	0	0.093	0	0.400	0.617	0.773
CD47	SELP	9606.ENSP00000355361	9606.ENSP00000263686	0	0	0	0	0.074	0	0	0.391	0.412
CD47	KDR	9606.ENSP00000355361	9606.ENSP00000263923	0	0	0	0	0.059	0	0	0.939	0.940
CD47	ITGA9	9606.ENSP00000355361	9606.ENSP00000264741	0	0	0	0	0.088	0	0	0.447	0.474
CD47	ICAM1	9606.ENSP00000355361	9606.ENSP00000264832	0	0	0	0	0.103	0	0	0.511	0.543
CD47	ERBB2	9606.ENSP00000355361	9606.ENSP00000269571	0	0	0	0	0	0	0	0.507	0.507
CD47	EGFR	9606.ENSP00000355361	9606.ENSP00000275493	0	0	0	0	0	0	0	0.702	0.702
CD47	ITGA1	9606.ENSP00000355361	9606.ENSP00000282588	0	0	0	0	0.047	0	0	0.541	0.544
CD47	CD96	9606.ENSP00000355361	9606.ENSP00000283285	0	0	0	0	0.061	0	0	0.507	0.517
CD47	CSF1R	9606.ENSP00000355361	9606.ENSP00000286301	0	0	0	0	0.100	0	0	0.507	0.537
CD47	KIT	9606.ENSP00000355361	9606.ENSP00000288135	0	0	0	0	0.086	0	0	0.417	0.444
CD47	ITGA5	9606.ENSP00000355361	9606.ENSP00000293379	0	0	0	0	0.086	0	0.400	0.262	0.560
CD47	VCAM1	9606.ENSP00000355361	9606.ENSP00000294728	0	0	0	0	0.047	0	0	0.419	0.422
CD47	MERTK	9606.ENSP00000355361	9606.ENSP00000295408	0	0	0	0	0.051	0	0	0.480	0.485
CD47	ITGA2	9606.ENSP00000355361	9606.ENSP00000296585	0	0	0	0	0.054	0.292	0	0.296	0.488
CD47	JAM3	9606.ENSP00000355361	9606.ENSP00000299106	0	0	0	0	0	0	0	0.574	0.574
CD47	IL7R	9606.ENSP00000355361	9606.ENSP00000306157	0	0	0.281	0	0.116	0	0	0.220	0.461
CD47	HAVCR2	9606.ENSP00000355361	9606.ENSP00000312002	0	0	0	0	0.048	0.096	0	0.596	0.621
CD47	LILRB1	9606.ENSP00000355361	9606.ENSP00000315997	0	0	0	0	0.060	0	0	0.731	0.736
CD47	PDCD1	9606.ENSP00000355361	9606.ENSP00000335062	0	0	0	0	0	0	0	0.728	0.728
CD47	ITGAL	9606.ENSP00000355361	9606.ENSP00000349252	0	0	0	0	0.105	0	0	0.616	0.642
CD47	CX3CR1	9606.ENSP00000355361	9606.ENSP00000351059	0	0	0	0	0.062	0	0	0.915	0.917
CD47	SPN	9606.ENSP00000355361	9606.ENSP00000498852	0	0	0	0	0.062	0	0	0.387	0.400
CD47	EPHB2	9606.ENSP00000355361	9606.ENSP00000383053	0	0	0	0	0.067	0	0	0.388	0.404
CD47	NCAM1	9606.ENSP00000355361	9606.ENSP00000480132	0	0	0	0	0	0.096	0	0.379	0.414
CD47	TNFRSF4	9606.ENSP00000355361	9606.ENSP00000368538	0	0	0	0	0	0	0	0.417	0.416
CD47	FZD4	9606.ENSP00000355361	9606.ENSP00000434034	0	0	0	0	0	0.423	0	0	0.422
CD47	FPR2	9606.ENSP00000355361	9606.ENSP00000468897	0	0	0	0	0.067	0	0	0.429	0.444
CD47	PVR	9606.ENSP00000355361	9606.ENSP00000402060	0	0	0	0	0	0.125	0	0.391	0.444
CD47	TNFRSF9	9606.ENSP00000355361	9606.ENSP00000478699	0	0	0	0	0	0	0	0.476	0.476
CD47	TIGIT	9606.ENSP00000355361	9606.ENSP00000419085	0	0	0	0	0.089	0	0	0.476	0.502
CD47	ITGAX	9606.ENSP00000355361	9606.ENSP00000454623	0	0	0	0	0.118	0	0	0.463	0.507
CD47	CXCR4	9606.ENSP00000355361	9606.ENSP00000386884	0	0	0	0	0.106	0	0	0.477	0.512
CD47	CD99	9606.ENSP00000355361	9606.ENSP00000370588	0	0	0	0	0.088	0	0	0.488	0.513
CD47	CD99L2	9606.ENSP00000355361	9606.ENSP00000480322	0	0	0	0	0.088	0	0	0.493	0.517
CD47	SELL	9606.ENSP00000355361	9606.ENSP00000498227	0	0	0	0	0.106	0	0	0.535	0.566
CD47	ITGAM	9606.ENSP00000355361	9606.ENSP00000496959	0	0	0	0	0.104	0	0	0.559	0.589
CD47	MRC1	9606.ENSP00000355361	9606.ENSP00000455897	0	0	0	0	0.047	0	0	0.589	0.591
CD47	CD55	9606.ENSP00000355361	9606.ENSP00000356030	0	0	0	0	0.093	0	0	0.571	0.594
CD47	CTLA4	9606.ENSP00000355361	9606.ENSP00000497102	0	0	0	0	0.049	0	0	0.637	0.641
CD47	CD8A	9606.ENSP00000355361	9606.ENSP00000386559	0	0	0	0	0.100	0	0	0.621	0.644
CD47	ITGA4	9606.ENSP00000355361	9606.ENSP00000380227	0	0	0	0	0.114	0	0	0.634	0.663
CD47	PECAM1	9606.ENSP00000355361	9606.ENSP00000457421	0	0	0	0	0.105	0.096	0	0.659	0.700
CD47	ITGB2	9606.ENSP00000355361	9606.ENSP00000380948	0	0	0	0	0.111	0	0	0.678	0.701
CD47	TREM2	9606.ENSP00000355361	9606.ENSP00000362205	0	0	0	0	0	0	0	0.729	0.729
CD47	TLR4	9606.ENSP00000355361	9606.ENSP00000363089	0	0	0	0	0.103	0.045	0	0.751	0.768
CD47	ITGB3	9606.ENSP00000355361	9606.ENSP00000452786	0	0	0	0	0.067	0	0.400	0.661	0.794
CD47	ITGB1	9606.ENSP00000355361	9606.ENSP00000379350	0	0	0	0	0.111	0.292	0.400	0.562	0.812
CD47	PTPRC	9606.ENSP00000355361	9606.ENSP00000411355	0	0	0	0	0.126	0	0	0.975	0.977
CD55	CEACAM1	9606.ENSP00000356030	9606.ENSP00000161559	0	0	0	0	0.060	0.048	0	0.443	0.458
CD55	ITGAV	9606.ENSP00000356030	9606.ENSP00000261023	0	0	0	0	0.062	0	0	0.472	0.484
CD55	ICAM1	9606.ENSP00000356030	9606.ENSP00000264832	0	0	0	0	0.080	0	0	0.913	0.916
CD55	EGFR	9606.ENSP00000356030	9606.ENSP00000275493	0	0	0	0	0	0	0	0.550	0.550
CD55	PECAM1	9606.ENSP00000356030	9606.ENSP00000457421	0	0	0	0	0.085	0.091	0	0.380	0.439
CD55	PTPRC	9606.ENSP00000356030	9606.ENSP00000411355	0	0	0	0	0.056	0.071	0	0.420	0.446
CD55	CD8A	9606.ENSP00000356030	9606.ENSP00000386559	0	0	0	0	0.051	0	0	0.447	0.452
CD55	ITGB2	9606.ENSP00000356030	9606.ENSP00000380948	0	0	0	0	0.047	0	0	0.505	0.508
CD55	CXCR4	9606.ENSP00000356030	9606.ENSP00000386884	0	0	0	0	0.101	0	0	0.476	0.508
CD55	ITGB1	9606.ENSP00000356030	9606.ENSP00000379350	0	0	0	0	0.049	0	0	0.527	0.531
CD55	PVR	9606.ENSP00000356030	9606.ENSP00000402060	0	0	0	0	0	0	0	0.535	0.535
CD55	SELL	9606.ENSP00000356030	9606.ENSP00000498227	0	0	0	0	0.050	0	0	0.535	0.539
CD55	ITGAM	9606.ENSP00000356030	9606.ENSP00000496959	0	0	0	0	0.056	0	0	0.588	0.595
CD55	TLR4	9606.ENSP00000356030	9606.ENSP00000363089	0	0	0	0	0.049	0.045	0	0.638	0.642
CD6	IL2RB	9606.ENSP00000323280	9606.ENSP00000216223	0	0	0	0	0.422	0	0	0.287	0.570
CD6	KLRB1	9606.ENSP00000323280	9606.ENSP00000229402	0	0	0	0	0.368	0.091	0	0.266	0.541
CD6	KLRK1	9606.ENSP00000323280	9606.ENSP00000240618	0	0	0	0	0.146	0.091	0	0.325	0.430
CD6	CD72	9606.ENSP00000323280	9606.ENSP00000259633	0	0	0	0	0.068	0.091	0	0.549	0.585
CD6	MCAM	9606.ENSP00000323280	9606.ENSP00000264036	0	0	0	0	0	0	0	0.469	0.469
CD6	ICAM1	9606.ENSP00000323280	9606.ENSP00000264832	0	0	0	0	0.069	0	0	0.493	0.508
CD6	CD96	9606.ENSP00000323280	9606.ENSP00000283285	0	0	0	0	0.431	0	0	0.296	0.582
CD6	IL7R	9606.ENSP00000323280	9606.ENSP00000306157	0	0	0	0	0.342	0	0	0.393	0.583
CD6	ICOS	9606.ENSP00000323280	9606.ENSP00000319476	0	0	0	0	0.466	0	0	0.313	0.617
CD6	IL23R	9606.ENSP00000323280	9606.ENSP00000321345	0	0	0	0	0.067	0	0	0.426	0.441
CD6	SELL	9606.ENSP00000323280	9606.ENSP00000498227	0	0	0	0	0.144	0.091	0	0.296	0.404
CD6	ITGB2	9606.ENSP00000323280	9606.ENSP00000380948	0	0	0	0	0.154	0.071	0	0.315	0.415
CD6	CD8B	9606.ENSP00000323280	9606.ENSP00000331172	0	0	0	0	0.283	0	0	0.225	0.421
CD6	IL5RA	9606.ENSP00000323280	9606.ENSP00000412209	0	0	0	0	0.049	0	0	0.423	0.427
CD6	SDC1	9606.ENSP00000323280	9606.ENSP00000370542	0	0	0	0	0	0	0	0.464	0.464
CD6	IL2RG	9606.ENSP00000323280	9606.ENSP00000363318	0	0	0	0	0.204	0	0	0.365	0.473
CD6	IL2RA	9606.ENSP00000323280	9606.ENSP00000369293	0	0	0	0	0.139	0.125	0	0.359	0.475
CD6	CXCR3	9606.ENSP00000323280	9606.ENSP00000362795	0	0	0	0	0.306	0.091	0	0.246	0.482
CD6	L1CAM	9606.ENSP00000323280	9606.ENSP00000359077	0	0	0	0	0	0.045	0	0.483	0.485
CD6	CXCR6	9606.ENSP00000323280	9606.ENSP00000395704	0	0	0	0	0.344	0.091	0	0.254	0.516
CD6	ITGB1	9606.ENSP00000323280	9606.ENSP00000379350	0	0	0	0	0.055	0.071	0	0.518	0.540
CD6	CTLA4	9606.ENSP00000323280	9606.ENSP00000497102	0	0	0	0	0.293	0.091	0	0.347	0.544
CD6	SPN	9606.ENSP00000323280	9606.ENSP00000498852	0	0	0	0	0.183	0.087	0	0.510	0.603
CD6	PTPRC	9606.ENSP00000323280	9606.ENSP00000411355	0	0	0	0	0.199	0.069	0	0.550	0.635
CD6	ITGAL	9606.ENSP00000323280	9606.ENSP00000349252	0	0	0	0	0.334	0.067	0	0.593	0.725
CD6	CD8A	9606.ENSP00000323280	9606.ENSP00000386559	0	0	0	0	0.371	0.064	0	0.686	0.799
CD72	CD74	9606.ENSP00000259633	9606.ENSP00000009530	0	0	0	0	0.098	0	0	0.393	0.429
CD72	CD8A	9606.ENSP00000259633	9606.ENSP00000386559	0	0	0	0	0.104	0	0	0.376	0.417
CD72	LILRB1	9606.ENSP00000259633	9606.ENSP00000315997	0	0	0	0	0.142	0	0	0.349	0.417
CD72	TNFRSF14	9606.ENSP00000259633	9606.ENSP00000347948	0	0	0	0	0.067	0	0	0.422	0.437
CD72	CXCR5	9606.ENSP00000259633	9606.ENSP00000292174	0	0	0	0	0.240	0	0	0.299	0.444
CD72	PTPRC	9606.ENSP00000259633	9606.ENSP00000411355	0	0	0	0	0.155	0.071	0	0.359	0.453
CD72	IL4R	9606.ENSP00000259633	9606.ENSP00000379111	0	0	0	0	0.056	0.045	0	0.445	0.456
CD72	NRP1	9606.ENSP00000259633	9606.ENSP00000265371	0	0	0	0	0	0.046	0	0.456	0.459
CD72	IL13RA1	9606.ENSP00000259633	9606.ENSP00000360730	0	0	0	0	0	0	0	0.464	0.463
CD72	IL2RG	9606.ENSP00000259633	9606.ENSP00000363318	0	0	0	0	0.148	0	0	0.429	0.492
CD72	IL13RA2	9606.ENSP00000259633	9606.ENSP00000361004	0	0	0	0	0	0	0	0.494	0.493
CD72	PLXNB2	9606.ENSP00000259633	9606.ENSP00000352288	0	0	0	0	0	0	0	0.624	0.624
CD72	PECAM1	9606.ENSP00000259633	9606.ENSP00000457421	0	0	0.445	0	0.073	0.091	0	0.422	0.693
CD72	PLXNB1	9606.ENSP00000259633	9606.ENSP00000351338	0	0	0	0	0	0	0	0.846	0.846
CD74	PECAM1	9606.ENSP00000009530	9606.ENSP00000457421	0	0	0	0	0.159	0	0	0.318	0.401
CD74	SPN	9606.ENSP00000009530	9606.ENSP00000498852	0	0	0	0	0.126	0.179	0	0.246	0.412
CD74	IL2RG	9606.ENSP00000009530	9606.ENSP00000363318	0	0	0	0	0.274	0	0	0.225	0.414
CD74	CTLA4	9606.ENSP00000009530	9606.ENSP00000497102	0	0	0	0	0.098	0	0	0.378	0.415
CD74	VCAM1	9606.ENSP00000009530	9606.ENSP00000294728	0	0	0	0	0.101	0.055	0	0.369	0.417
CD74	CD96	9606.ENSP00000009530	9606.ENSP00000283285	0	0	0	0	0.118	0	0	0.371	0.421
CD74	IL7R	9606.ENSP00000009530	9606.ENSP00000306157	0	0	0	0	0.125	0	0	0.370	0.425
CD74	TNFRSF8	9606.ENSP00000009530	9606.ENSP00000263932	0	0	0	0	0.083	0	0	0.402	0.428
CD74	EGFR	9606.ENSP00000009530	9606.ENSP00000275493	0	0	0	0	0	0	0	0.436	0.436
CD74	IL10RA	9606.ENSP00000009530	9606.ENSP00000227752	0	0	0	0	0.262	0	0	0.269	0.438
CD74	RET	9606.ENSP00000009530	9606.ENSP00000347942	0	0	0	0	0.050	0	0	0.436	0.441
CD74	ICOS	9606.ENSP00000009530	9606.ENSP00000319476	0	0	0	0	0.084	0	0	0.441	0.466
CD74	IFNGR2	9606.ENSP00000009530	9606.ENSP00000371425	0	0	0	0	0.078	0	0	0.455	0.477
CD74	CXCR1	9606.ENSP00000009530	9606.ENSP00000295683	0	0	0	0	0.135	0	0	0.427	0.484
CD74	ICAM1	9606.ENSP00000009530	9606.ENSP00000264832	0	0	0	0	0.182	0	0	0.400	0.488
CD74	TNFRSF10A	9606.ENSP00000009530	9606.ENSP00000221132	0	0	0	0	0	0	0	0.490	0.489
CD74	TNFRSF25	9606.ENSP00000009530	9606.ENSP00000367013	0	0	0	0	0.060	0	0	0.479	0.489
CD74	XCR1	9606.ENSP00000009530	9606.ENSP00000310405	0	0	0.328	0	0.110	0	0	0.248	0.511
CD74	KLRB1	9606.ENSP00000009530	9606.ENSP00000229402	0	0	0	0	0.141	0	0	0.459	0.516
CD74	ITGAX	9606.ENSP00000009530	9606.ENSP00000454623	0	0	0	0	0.168	0	0	0.448	0.521
CD74	MRC1	9606.ENSP00000009530	9606.ENSP00000455897	0	0	0	0	0.157	0	0	0.457	0.523
CD74	MET	9606.ENSP00000009530	9606.ENSP00000317272	0	0	0	0	0.051	0	0	0.519	0.524
CD74	CX3CR1	9606.ENSP00000009530	9606.ENSP00000351059	0	0	0	0	0.133	0	0	0.488	0.537
CD74	ITGAL	9606.ENSP00000009530	9606.ENSP00000349252	0	0	0	0	0.175	0	0	0.483	0.555
CD74	KLRC1	9606.ENSP00000009530	9606.ENSP00000438038	0	0	0	0	0.086	0	0	0.542	0.564
CD74	NTRK1	9606.ENSP00000009530	9606.ENSP00000431418	0	0	0	0	0	0	0	0.568	0.568
CD74	SDC4	9606.ENSP00000009530	9606.ENSP00000361818	0	0	0	0	0.047	0	0	0.573	0.575
CD74	ITGAM	9606.ENSP00000009530	9606.ENSP00000496959	0	0	0	0	0.223	0	0	0.477	0.576
CD74	SDC1	9606.ENSP00000009530	9606.ENSP00000370542	0	0	0	0	0	0	0	0.584	0.584
CD74	CD8A	9606.ENSP00000009530	9606.ENSP00000386559	0	0	0	0	0.153	0	0	0.543	0.596
CD74	TREM2	9606.ENSP00000009530	9606.ENSP00000362205	0	0	0	0	0.105	0	0	0.574	0.602
CD74	PTPRC	9606.ENSP00000009530	9606.ENSP00000411355	0	0	0	0	0.292	0	0	0.507	0.636
CD74	TLR4	9606.ENSP00000009530	9606.ENSP00000363089	0	0	0	0	0.182	0.052	0	0.641	0.697
CD74	CSF1R	9606.ENSP00000009530	9606.ENSP00000286301	0	0	0	0	0.369	0	0	0.543	0.699
CD74	ITGB2	9606.ENSP00000009530	9606.ENSP00000380948	0	0	0	0	0.377	0	0	0.571	0.721
CD74	CXCR4	9606.ENSP00000009530	9606.ENSP00000386884	0	0	0	0	0.147	0.292	0	0.992	0.994
CD74	CXCR2	9606.ENSP00000009530	9606.ENSP00000319635	0	0	0	0	0.126	0.292	0	0.992	0.994
CD8A	TNFRSF17	9606.ENSP00000386559	9606.ENSP00000053243	0	0	0	0	0.074	0	0	0.478	0.495
CD8A	CEACAM1	9606.ENSP00000386559	9606.ENSP00000161559	0	0	0	0	0.051	0	0	0.474	0.479
CD8A	TNFRSF1A	9606.ENSP00000386559	9606.ENSP00000162749	0	0	0	0	0.044	0	0	0.766	0.766
CD8A	LAG3	9606.ENSP00000386559	9606.ENSP00000203629	0	0	0	0	0.441	0.064	0	0.907	0.947
CD8A	MADCAM1	9606.ENSP00000386559	9606.ENSP00000215637	0	0	0	0	0.047	0	0	0.807	0.808
CD8A	IL2RB	9606.ENSP00000386559	9606.ENSP00000216223	0	0	0	0	0.476	0	0	0.858	0.922
CD8A	TNFRSF10A	9606.ENSP00000386559	9606.ENSP00000221132	0	0	0	0	0	0	0	0.700	0.700
CD8A	IL10RA	9606.ENSP00000386559	9606.ENSP00000227752	0	0	0.259	0	0.341	0	0	0.571	0.772
CD8A	LTBR	9606.ENSP00000386559	9606.ENSP00000228918	0	0	0	0	0	0	0	0.507	0.507
CD8A	KLRB1	9606.ENSP00000386559	9606.ENSP00000229402	0	0	0	0	0.486	0	0	0.797	0.891
CD8A	IL1RL1	9606.ENSP00000386559	9606.ENSP00000233954	0	0	0	0	0	0	0	0.447	0.447
CD8A	KLRK1	9606.ENSP00000386559	9606.ENSP00000240618	0	0	0	0	0.544	0	0	0.888	0.946
CD8A	FLT3	9606.ENSP00000386559	9606.ENSP00000241453	0	0	0	0	0.105	0	0	0.624	0.649
CD8A	LRP1	9606.ENSP00000386559	9606.ENSP00000243077	0	0	0	0	0	0	0	0.407	0.407
CD8A	HCST	9606.ENSP00000386559	9606.ENSP00000246551	0	0	0	0	0.266	0	0	0.649	0.731
CD8A	NECTIN2	9606.ENSP00000386559	9606.ENSP00000252483	0	0	0	0	0	0	0	0.512	0.512
CD8A	NOTCH2	9606.ENSP00000386559	9606.ENSP00000256646	0	0	0	0	0	0	0	0.400	0.400
CD8A	PDGFRA	9606.ENSP00000386559	9606.ENSP00000257290	0	0	0	0	0.068	0	0	0.432	0.448
CD8A	TNFRSF13B	9606.ENSP00000386559	9606.ENSP00000261652	0	0	0	0	0.044	0	0	0.447	0.448
CD8A	CDH1	9606.ENSP00000386559	9606.ENSP00000261769	0	0	0	0	0.043	0	0	0.713	0.713
CD8A	PDGFRB	9606.ENSP00000386559	9606.ENSP00000261799	0	0	0	0	0.118	0	0	0.440	0.485
CD8A	IL12RB2	9606.ENSP00000386559	9606.ENSP00000262345	0	0	0	0	0.117	0	0	0.571	0.605
CD8A	ITGA2B	9606.ENSP00000386559	9606.ENSP00000262407	0	0	0	0	0.065	0	0	0.571	0.582
CD8A	ITGAE	9606.ENSP00000386559	9606.ENSP00000263087	0	0	0	0	0.059	0	0	0.907	0.908
CD8A	IL27RA	9606.ENSP00000386559	9606.ENSP00000263379	0	0	0	0	0.121	0	0	0.477	0.520
CD8A	SELP	9606.ENSP00000386559	9606.ENSP00000263686	0	0	0	0	0.111	0	0	0.594	0.623
CD8A	KDR	9606.ENSP00000386559	9606.ENSP00000263923	0	0	0	0	0.070	0	0	0.542	0.556
CD8A	TNFRSF8	9606.ENSP00000386559	9606.ENSP00000263932	0	0	0	0	0	0	0	0.728	0.728
CD8A	NECTIN1	9606.ENSP00000386559	9606.ENSP00000264025	0	0	0	0	0	0	0	0.606	0.606
CD8A	IL18RAP	9606.ENSP00000386559	9606.ENSP00000264260	0	0	0	0	0.223	0	0	0.316	0.445
CD8A	ICAM1	9606.ENSP00000386559	9606.ENSP00000264832	0	0	0	0	0.044	0	0	0.842	0.842
CD8A	NRP1	9606.ENSP00000386559	9606.ENSP00000265371	0	0	0	0	0	0	0	0.699	0.699
CD8A	KLRG1	9606.ENSP00000386559	9606.ENSP00000266551	0	0	0	0	0.372	0	0	0.788	0.861
CD8A	ITGB7	9606.ENSP00000386559	9606.ENSP00000267082	0	0	0	0	0.159	0	0	0.448	0.515
CD8A	ERBB2	9606.ENSP00000386559	9606.ENSP00000269571	0	0	0	0	0	0	0	0.720	0.720
CD8A	IFNAR1	9606.ENSP00000386559	9606.ENSP00000270139	0	0	0	0	0	0	0	0.666	0.666
CD8A	EGFR	9606.ENSP00000386559	9606.ENSP00000275493	0	0	0	0	0	0	0	0.697	0.697
CD8A	FLT1	9606.ENSP00000386559	9606.ENSP00000282397	0	0	0	0	0.070	0	0	0.447	0.464
CD8A	ITGA1	9606.ENSP00000386559	9606.ENSP00000282588	0	0	0	0	0.045	0	0	0.570	0.571
CD8A	CD96	9606.ENSP00000386559	9606.ENSP00000283285	0	0	0	0	0.308	0	0	0.506	0.644
CD8A	CSF1R	9606.ENSP00000386559	9606.ENSP00000286301	0	0	0	0	0.193	0	0	0.693	0.741
CD8A	KIT	9606.ENSP00000386559	9606.ENSP00000288135	0	0	0	0	0.056	0	0	0.723	0.727
CD8A	IL10RB	9606.ENSP00000386559	9606.ENSP00000290200	0	0	0	0	0.049	0	0	0.400	0.405
CD8A	TNFRSF13C	9606.ENSP00000386559	9606.ENSP00000291232	0	0	0	0	0.048	0	0	0.471	0.474
CD8A	CXCR5	9606.ENSP00000386559	9606.ENSP00000292174	0	0	0	0	0.068	0	0	0.851	0.855
CD8A	VCAM1	9606.ENSP00000386559	9606.ENSP00000294728	0	0	0	0	0.101	0	0	0.776	0.790
CD8A	MERTK	9606.ENSP00000386559	9606.ENSP00000295408	0	0	0	0	0	0.045	0	0.417	0.419
CD8A	CXCR1	9606.ENSP00000386559	9606.ENSP00000295683	0	0	0	0	0.088	0	0	0.680	0.695
CD8A	ITGA2	9606.ENSP00000386559	9606.ENSP00000296585	0	0	0	0	0.045	0	0	0.620	0.621
CD8A	IL7R	9606.ENSP00000386559	9606.ENSP00000306157	0	0	0	0	0.214	0	0	0.935	0.946
CD8A	XCR1	9606.ENSP00000386559	9606.ENSP00000310405	0	0	0	0	0.125	0	0	0.621	0.654
CD8A	HAVCR2	9606.ENSP00000386559	9606.ENSP00000312002	0	0	0	0	0.144	0.064	0	0.877	0.892
CD8A	LILRB1	9606.ENSP00000386559	9606.ENSP00000315997	0	0	0	0	0.102	0	0	0.736	0.752
CD8A	MET	9606.ENSP00000386559	9606.ENSP00000317272	0	0	0	0	0	0.045	0	0.446	0.448
CD8A	ICOS	9606.ENSP00000386559	9606.ENSP00000319476	0	0	0	0	0.265	0	0	0.874	0.903
CD8A	CXCR2	9606.ENSP00000386559	9606.ENSP00000319635	0	0	0	0	0.082	0	0	0.620	0.636
CD8A	IL17RA	9606.ENSP00000386559	9606.ENSP00000320936	0	0	0	0	0.084	0	0	0.575	0.594
CD8A	IL23R	9606.ENSP00000386559	9606.ENSP00000321345	0	0	0	0	0.086	0	0	0.581	0.600
CD8A	KIR3DL2	9606.ENSP00000386559	9606.ENSP00000325525	0	0	0	0	0.157	0	0	0.447	0.513
CD8A	TNFRSF18	9606.ENSP00000386559	9606.ENSP00000328207	0	0	0	0	0.062	0	0	0.728	0.733
CD8A	CD8B	9606.ENSP00000386559	9606.ENSP00000331172	0	0	0	0	0.819	0.691	0.900	0.892	0.999
CD8A	SELE	9606.ENSP00000386559	9606.ENSP00000331736	0	0	0	0	0.085	0	0	0.581	0.600
CD8A	PDCD1	9606.ENSP00000386559	9606.ENSP00000335062	0	0	0	0	0.174	0	0	0.929	0.938
CD8A	KIR2DL1	9606.ENSP00000386559	9606.ENSP00000336769	0	0	0	0	0.137	0	0	0.581	0.623
CD8A	IL21R	9606.ENSP00000386559	9606.ENSP00000338010	0	0	0	0	0.185	0	0	0.728	0.768
CD8A	NCR3	9606.ENSP00000386559	9606.ENSP00000342156	0	0	0	0	0.141	0	0	0.621	0.660
CD8A	KIR2DL3	9606.ENSP00000386559	9606.ENSP00000342215	0	0	0	0	0.165	0	0	0.541	0.600
CD8A	IFNAR2	9606.ENSP00000386559	9606.ENSP00000343957	0	0	0	0	0.056	0	0	0.507	0.514
CD8A	OCLN	9606.ENSP00000386559	9606.ENSP00000347379	0	0	0	0	0.053	0	0	0.551	0.556
CD8A	TNFRSF14	9606.ENSP00000386559	9606.ENSP00000347948	0	0	0	0	0.065	0	0	0.593	0.603
CD8A	ITGAL	9606.ENSP00000386559	9606.ENSP00000349252	0	0	0	0	0.285	0	0	0.798	0.849
CD8A	CX3CR1	9606.ENSP00000386559	9606.ENSP00000351059	0	0	0	0	0.138	0	0	0.670	0.703
CD8A	TGFBR2	9606.ENSP00000386559	9606.ENSP00000351905	0	0	0	0	0.062	0.045	0	0.507	0.519
CD8A	IFNGR1	9606.ENSP00000386559	9606.ENSP00000356713	0	0	0	0	0.072	0	0	0.701	0.710
CD8A	IL6R	9606.ENSP00000386559	9606.ENSP00000357470	0	0	0	0	0.089	0	0	0.571	0.592
CD8A	IL13RA2	9606.ENSP00000386559	9606.ENSP00000361004	0	0	0	0	0	0	0	0.475	0.475
